MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,Fence,SaleType,SaleCondition,SalePrice,SalePrice_log,NumberBath
RM,70.0,4426,None,Reg,Lvl,Inside,CollgCr,TwnhsE,1Story,6,2004,2004,VinylSd,VinylSd,BrkFace,169,4,PConc,4,3,Av,GLQ,662,Unf,186,848,5,Y,SBrkr,848,0,848,1,4,3,0,0,Attchd,2004,RFn,2,3,Y,160,0,None,WD,Normal,143000,11.870606902224587,1.0
RL,70.0,8120,None,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,1970,1970,MetalSd,MetalSd,None,0,3,CBlock,3,3,No,ALQ,191,Unf,673,864,5,Y,SBrkr,864,0,864,3,3,5,0,0,Detchd,1994,Unf,2,3,Y,0,0,None,WD,Normal,124500,11.732069026983156,1.0
RL,60.0,8172,None,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,4,1954,1972,MetalSd,MetalSd,None,0,3,PConc,3,3,No,Unf,0,Unf,941,941,5,Y,SBrkr,997,473,1470,4,3,7,0,0,Detchd,1958,Unf,1,3,Y,0,0,None,WD,Normal,135000,11.813037464800539,2.0
RL,86.0,13286,None,IR1,Lvl,Inside,Edwards,1Fam,1Story,9,2007,2008,CemntBd,CmentBd,Stone,340,5,PConc,5,3,No,GLQ,1234,Unf,464,1698,5,Y,SBrkr,1698,0,1698,3,5,8,1,4,Attchd,2007,Fin,3,3,Y,327,64,None,WD,Normal,320000,12.676079399771027,2.0
RL,60.0,6960,None,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,1970,1970,HdBoard,Plywood,None,0,3,CBlock,3,3,No,ALQ,375,BLQ,250,864,3,Y,SBrkr,864,0,864,3,4,5,0,0,Detchd,1989,Unf,2,3,Y,96,0,None,WD,Normal,120500,11.699413330633599,1.0
RL,74.0,21695,None,IR1,Lvl,Corner,Crawfor,1Fam,1Story,6,1988,2007,Wd Sdng,Plywood,BrkFace,260,4,CBlock,4,3,No,GLQ,808,Unf,72,880,5,Y,SBrkr,1680,0,1680,3,4,5,1,4,Attchd,1988,Fin,2,3,Y,292,44,None,WD,Normal,222000,12.310437165348775,2.0
RL,64.0,7314,None,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,2007,2007,VinylSd,VinylSd,Stone,82,4,PConc,4,3,Av,GLQ,724,Unf,508,1232,5,Y,SBrkr,1232,0,1232,2,4,6,0,0,Attchd,2007,RFn,2,3,Y,132,0,None,WD,Normal,194500,12.178192583415596,2.0
RL,85.0,11475,None,Reg,Lvl,Corner,NAmes,Duplex,1Story,5,1958,1958,VinylSd,VinylSd,BrkFace,95,3,CBlock,3,3,No,Unf,0,Unf,1584,1584,3,Y,SBrkr,1776,0,1776,4,3,9,0,0,Detchd,1968,Unf,3,3,Y,0,25,None,COD,Abnorml,110000,11.608244735642321,2.0
RM,52.0,6240,Grvl,Reg,Lvl,Inside,IDOTRR,1Fam,1.5Fin,4,1925,1950,MetalSd,MetalSd,None,0,3,CBlock,3,3,No,BLQ,152,Unf,628,780,3,Y,FuseA,848,0,1208,2,3,5,0,0,Detchd,1962,Unf,2,3,Y,0,23,None,WD,Normal,103000,11.542493975902508,1.0
RL,39.0,5389,None,IR1,Lvl,Inside,StoneBr,TwnhsE,1Story,8,1995,1996,CemntBd,CmentBd,None,0,4,PConc,4,3,No,GLQ,1180,Unf,415,1595,5,Y,SBrkr,1616,0,1616,2,4,5,1,3,Attchd,1995,RFn,2,3,Y,237,152,None,WD,Normal,236500,12.373707715234994,2.0
RL,73.0,9590,None,IR1,Lvl,Corner,Timber,1Fam,SLvl,7,2003,2003,VinylSd,VinylSd,BrkFace,442,4,PConc,5,3,Av,GLQ,786,Unf,82,868,5,Y,SBrkr,1146,0,1146,3,4,6,1,4,Attchd,2003,Fin,2,3,Y,160,22,None,WD,Normal,187500,12.141539457711714,2.0
RL,75.0,11404,None,IR1,Lvl,Inside,CollgCr,1Fam,2Story,7,1998,1999,VinylSd,VinylSd,BrkFace,202,4,PConc,4,3,Av,ALQ,252,Unf,901,1153,5,Y,SBrkr,1153,878,2031,3,4,8,1,3,Attchd,1998,Fin,2,3,Y,192,84,None,WD,Normal,222500,12.312686874960354,2.5
RL,80.0,10000,None,Reg,Lvl,Corner,Sawyer,1Fam,1Story,5,1961,1983,HdBoard,HdBoard,None,0,3,CBlock,3,3,No,BLQ,594,Unf,270,864,5,Y,SBrkr,1144,0,1144,3,3,6,1,3,Attchd,1961,RFn,1,3,Y,165,0,GdWo,WD,Normal,131400,11.786008995353765,1.0
RL,71.0,8978,None,IR1,Lvl,Corner,Sawyer,1Fam,1Story,5,1968,1968,Plywood,Plywood,None,0,3,PConc,3,3,No,Unf,0,Unf,948,948,3,Y,SBrkr,948,0,948,3,3,6,0,0,Attchd,1968,Unf,1,3,Y,147,0,None,WD,Family,108000,11.58989576532275,1.0
RM,60.0,10800,None,Reg,Lvl,Inside,OldTown,1Fam,2.5Unf,7,1914,1970,Wd Sdng,Wd Sdng,None,0,3,BrkTil,4,3,Mn,Rec,390,Unf,490,880,2,N,SBrkr,880,888,1768,2,3,6,2,3,Detchd,1914,Unf,2,3,N,0,341,None,WD,Normal,163000,12.001511614739405,1.5
RL,60.0,8544,None,Reg,Lvl,Inside,NAmes,Duplex,1Story,3,1950,1950,Stucco,Stone,None,0,3,CBlock,0,0,None,None,0,None,0,0,4,N,FuseF,1040,0,1040,2,3,6,0,0,Detchd,1949,Unf,2,3,Y,0,0,None,WD,Normal,93500,11.44572741040675,2.0
RL,72.0,10463,None,IR1,HLS,CulDSac,Gilbert,1Fam,2Story,8,2005,2005,VinylSd,VinylSd,None,0,4,PConc,4,3,No,Unf,0,Unf,893,893,5,Y,SBrkr,901,900,1801,3,4,8,1,4,Attchd,2005,Fin,3,3,Y,0,116,None,WD,Normal,239900,12.3879816172226,2.5
RL,60.0,10800,None,Reg,Lvl,Inside,Edwards,Duplex,1Story,5,1987,1988,Plywood,Plywood,None,0,3,CBlock,4,4,Gd,GLQ,1200,Unf,0,1200,3,Y,SBrkr,1200,0,1200,3,3,5,0,0,None,0,None,0,0,Y,120,0,None,WD,Alloca,179000,12.095146671399466,3.0
RL,65.0,9313,None,IR1,Lvl,Inside,CollgCr,1Fam,2Story,7,2004,2004,VinylSd,VinylSd,None,0,4,PConc,4,3,No,Unf,0,Unf,864,864,5,Y,SBrkr,864,864,1728,3,4,7,0,0,Attchd,2004,RFn,2,3,Y,187,56,None,WD,Normal,190000,12.154784614286667,2.5
RM,60.0,9600,Grvl,Reg,Lvl,Inside,OldTown,1Fam,2Story,5,1910,2002,Wd Sdng,Wd Shng,None,0,3,BrkTil,2,2,No,Unf,0,Unf,264,264,5,Y,SBrkr,768,664,1432,2,3,7,0,0,Detchd,1910,Unf,2,3,Y,270,0,GdPrv,WD,Abnorml,132000,11.790564777297387,2.0
RL,65.0,6768,None,IR1,Lvl,Inside,Sawyer,1Fam,1Story,6,1961,1996,HdBoard,HdBoard,None,0,3,CBlock,3,3,Mn,GLQ,832,Unf,80,912,4,Y,SBrkr,912,0,912,3,4,5,0,0,Detchd,1962,Unf,1,3,Y,168,0,GdPrv,WD,Normal,142000,11.863589378812122,1.0
RL,65.0,8450,None,Reg,Lvl,Inside,SawyerW,1Fam,1Story,7,2000,2001,VinylSd,VinylSd,BrkFace,108,3,PConc,4,3,No,Unf,0,Unf,1349,1349,5,Y,SBrkr,1349,0,1349,3,3,6,0,0,Attchd,2000,Unf,2,3,Y,120,55,GdPrv,WD,Normal,179000,12.095146671399466,2.0
RL,70.0,12886,None,IR1,Lvl,Inside,Sawyer,1Fam,SLvl,5,1963,1999,HdBoard,HdBoard,None,0,3,CBlock,4,3,Av,ALQ,444,Unf,76,520,5,Y,SBrkr,1464,0,1464,3,3,6,1,3,Attchd,1997,RFn,2,3,Y,302,0,None,WD,Normal,175000,12.07254696717504,2.0
RL,41.0,5395,None,IR1,HLS,Inside,StoneBr,TwnhsE,1Story,8,1993,1993,HdBoard,HdBoard,None,0,4,PConc,4,3,No,GLQ,733,Unf,604,1337,4,Y,SBrkr,1337,0,1337,2,4,5,1,3,Attchd,1993,RFn,2,3,Y,96,0,None,WD,Normal,180000,12.100717685412471,2.0
RL,80.0,8963,None,IR1,Lvl,Inside,NWAmes,1Fam,2Story,8,1976,1996,VinylSd,VinylSd,BrkFace,289,5,CBlock,3,4,No,GLQ,575,ALQ,487,1142,5,Y,SBrkr,1175,1540,2715,4,4,11,2,3,BuiltIn,1994,Fin,2,3,Y,0,204,None,WD,Normal,299800,12.61087420020211,3.5
RL,65.0,8795,None,IR1,Lvl,Inside,Gilbert,1Fam,2Story,7,2000,2000,VinylSd,VinylSd,None,0,4,PConc,4,3,No,GLQ,300,Unf,652,952,5,Y,SBrkr,980,1276,2256,4,4,8,1,3,BuiltIn,2000,Fin,2,3,Y,224,54,None,WD,Normal,236000,12.371591321286905,2.5
RM,65.0,11700,Pave,IR1,Lvl,Corner,OldTown,1Fam,2Story,7,1880,2003,Stucco,Stucco,None,0,4,Stone,3,2,No,Unf,0,Unf,1240,1240,3,N,SBrkr,1320,1320,2640,4,4,8,1,4,Detchd,1950,Unf,4,3,N,181,0,None,WD,Normal,265979,12.491176396967154,1.5
RL,59.0,10593,None,IR1,Lvl,Inside,NoRidge,1Fam,1Story,7,1996,1996,VinylSd,VinylSd,BrkFace,338,4,PConc,4,3,No,GLQ,919,Unf,801,1720,5,Y,SBrkr,1720,0,1720,3,4,7,1,3,Attchd,1996,Fin,2,3,Y,240,56,None,WD,Normal,260400,12.469978029554953,2.0
RL,50.0,8405,None,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,4,1945,1950,WdShing,Wd Shng,None,0,3,Slab,0,0,None,None,0,None,0,0,3,N,FuseF,1088,441,1529,4,3,9,0,0,Detchd,1945,Unf,1,3,N,92,0,None,WD,Normal,98000,11.49273296168228,2.0
RM,55.0,8800,Grvl,Reg,Lvl,Corner,OldTown,1Fam,1.5Fin,4,1910,2004,Wd Sdng,Wd Sdng,None,0,3,BrkTil,3,2,No,Unf,0,Unf,576,576,4,Y,SBrkr,792,348,1140,3,3,7,0,0,None,0,None,0,0,N,0,160,None,WD,Normal,96500,11.477308649967686,1.0
RL,65.0,7750,None,Reg,Lvl,Inside,Gilbert,1Fam,2Story,7,2003,2003,VinylSd,VinylSd,None,0,4,PConc,4,3,No,Unf,0,Unf,660,660,5,Y,SBrkr,660,660,1320,3,4,6,0,0,Attchd,2003,Fin,2,3,Y,0,48,None,WD,Normal,162000,11.995357787034976,2.5
RL,79.0,9236,None,IR1,Lvl,Inside,CollgCr,1Fam,1Story,6,1997,1997,VinylSd,VinylSd,None,0,3,PConc,4,3,Gd,GLQ,1200,Unf,279,1479,5,Y,SBrkr,1494,0,1494,3,4,6,0,0,Attchd,1997,RFn,2,3,Y,168,27,None,WD,Normal,217000,12.28765724080691,2.0
RL,80.0,10240,None,Reg,Lvl,Inside,NridgHt,1Fam,2Story,8,2005,2005,VinylSd,VinylSd,BrkFace,178,4,PConc,4,3,Mn,Unf,0,Unf,1030,1030,4,Y,SBrkr,1038,1060,2098,3,5,8,1,4,Attchd,2005,RFn,3,3,Y,192,52,None,WD,Normal,275500,12.526346537332584,2.5
RL,61.0,7930,None,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,1969,2005,Plywood,Plywood,None,0,3,CBlock,3,3,No,GLQ,439,LwQ,115,1026,4,Y,SBrkr,1026,0,1026,3,4,5,0,0,Detchd,1969,RFn,2,3,Y,171,48,None,WD,Normal,156000,11.957617696467539,1.0
FV,34.0,3230,Pave,Reg,Lvl,Inside,Somerst,TwnhsE,2Story,6,1999,1999,MetalSd,MetalSd,BrkFace,894,3,PConc,4,3,No,GLQ,381,Unf,348,729,4,Y,SBrkr,742,729,1471,3,3,6,0,0,Detchd,1999,Unf,2,3,Y,0,24,None,WD,Normal,172500,12.058158312538197,2.5
RL,68.0,10769,None,IR1,Lvl,Inside,CollgCr,1Fam,2Story,8,2007,2007,VinylSd,VinylSd,None,0,4,PConc,4,3,Av,GLQ,20,Unf,846,866,5,Y,SBrkr,866,902,1768,3,4,7,0,0,Attchd,2007,RFn,2,3,Y,144,105,None,WD,Normal,212000,12.264346270624157,2.5
RL,71.0,11616,None,IR1,Lvl,CulDSac,Sawyer,1Fam,2Story,6,1978,1978,HdBoard,HdBoard,BrkCmn,328,3,CBlock,3,3,Mn,Rec,438,Unf,234,672,3,Y,SBrkr,672,714,1386,3,3,6,1,3,Attchd,1978,Fin,2,3,Y,335,0,GdPrv,WD,Abnorml,158900,11.97603664577121,2.5
FV,24.0,2280,Pave,Reg,Lvl,Inside,Somerst,Twnhs,2Story,7,1999,1999,MetalSd,MetalSd,BrkFace,360,3,PConc,4,3,No,ALQ,549,Unf,195,744,4,Y,SBrkr,757,744,1501,3,3,6,0,0,Detchd,1999,Unf,2,3,Y,0,0,None,WD,Normal,179400,12.097378802727306,2.5
RL,65.0,12257,None,IR1,Lvl,Inside,NoRidge,1Fam,2Story,8,1995,1995,VinylSd,VinylSd,BrkFace,513,4,PConc,4,3,Av,LwQ,56,ALQ,1198,1318,5,Y,SBrkr,1328,1203,2531,4,4,9,1,3,Attchd,1995,RFn,3,3,Y,222,98,None,WD,Normal,290000,12.577639650232573,2.5
RL,70.0,9100,None,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,1959,1959,Wd Sdng,Wd Sdng,None,0,3,CBlock,3,3,No,Rec,612,Unf,252,864,5,Y,SBrkr,864,0,864,2,3,5,0,0,Detchd,2008,Unf,1,5,Y,0,0,None,WD,Normal,127500,11.755879486687116,1.0
RM,60.0,6911,None,Reg,Lvl,FR2,BrkSide,1Fam,1Story,5,1924,1950,Wd Sdng,Wd Sdng,None,0,3,PConc,3,3,Mn,LwQ,405,Unf,740,1145,3,Y,SBrkr,1301,0,1301,2,2,5,0,0,Detchd,1965,Unf,2,3,Y,0,0,None,WD,Normal,100000,11.51293546492023,1.0
FV,72.0,8640,None,Reg,Lvl,Inside,Somerst,1Fam,2Story,7,2009,2009,VinylSd,VinylSd,None,0,3,PConc,4,3,Mn,GLQ,24,Unf,732,756,5,Y,SBrkr,764,783,1547,3,4,7,0,0,Attchd,2009,Unf,2,3,Y,169,45,None,Con,Normal,215200,12.279327754099118,2.5
RL,82.0,9430,None,Reg,Lvl,Inside,NoRidge,1Fam,2Story,8,1999,1999,VinylSd,VinylSd,BrkFace,673,4,PConc,4,3,Mn,GLQ,1163,Unf,89,1252,5,Y,SBrkr,1268,1097,2365,3,4,8,1,4,Attchd,1999,RFn,3,3,Y,0,128,None,WD,Normal,337000,12.727841176689147,2.5
RL,30.0,9549,None,IR1,Lvl,CulDSac,Veenker,TwnhsE,1Story,8,1995,1996,BrkFace,BrkFace,None,0,4,PConc,4,4,Av,LwQ,437,GLQ,0,1494,5,Y,SBrkr,1494,0,1494,2,5,6,1,4,Attchd,1995,Fin,2,3,Y,0,30,None,WD,Normal,270000,12.506180941677357,1.5
RL,75.0,14587,None,IR1,Lvl,Inside,Somerst,1Fam,1Story,9,2008,2008,VinylSd,VinylSd,Stone,284,4,PConc,4,3,No,Unf,0,Unf,1498,1498,5,Y,SBrkr,1506,0,1506,2,5,6,1,4,Attchd,2008,Fin,2,3,Y,0,174,None,New,Partial,264132,12.484208043148733,2.0
RL,80.0,10421,None,Reg,Lvl,Inside,NWAmes,1Fam,2Story,7,1988,1988,HdBoard,HdBoard,BrkFace,42,3,CBlock,4,3,No,GLQ,394,Unf,586,980,3,Y,SBrkr,980,734,1714,3,3,7,1,3,Attchd,1988,Unf,2,3,Y,228,66,MnPrv,WD,Normal,196500,12.188422799337028,2.5
RL,75.0,12508,None,IR1,Lvl,Inside,Mitchel,1Fam,1.5Fin,6,1940,1985,VinylSd,VinylSd,None,0,3,CBlock,4,3,Mn,ALQ,660,Unf,323,983,5,Y,SBrkr,983,767,1750,4,3,7,0,0,Attchd,1989,Unf,1,3,Y,245,0,None,WD,Normal,160000,11.982935344196433,2.0
RL,70.0,9100,None,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,2004,2005,VinylSd,VinylSd,None,0,4,PConc,4,3,No,GLQ,24,Unf,1836,1860,5,Y,SBrkr,1836,0,1836,3,4,8,1,4,Attchd,2004,Fin,2,3,Y,120,33,None,WD,Normal,216837,12.28690580994122,2.0
RL,47.0,53504,None,IR2,HLS,CulDSac,StoneBr,1Fam,2Story,8,2003,2003,CemntBd,Wd Shng,BrkFace,603,5,PConc,4,3,Gd,ALQ,1416,Unf,234,1650,5,Y,SBrkr,1690,1589,3279,4,5,12,1,4,BuiltIn,2003,Fin,3,3,Y,503,36,None,WD,Normal,538000,13.195615697878253,3.5
RL,71.0,7252,None,IR1,Lvl,CulDSac,Sawyer,1Fam,SFoyer,5,1982,1982,Wd Sdng,Wd Sdng,None,0,3,CBlock,4,3,Av,GLQ,685,Unf,173,858,3,Y,SBrkr,858,0,858,2,3,5,0,0,Detchd,1983,Unf,2,3,Y,120,0,None,WD,Normal,134900,11.812296455066814,1.0
RL,67.0,8877,None,Reg,Lvl,Inside,Edwards,1Fam,1Story,4,1951,1951,Wd Sdng,Wd Sdng,None,0,3,CBlock,2,2,No,LwQ,836,Unf,0,836,3,Y,FuseF,1220,0,1220,2,3,6,0,0,Detchd,1951,Unf,2,3,Y,0,0,None,COD,Normal,102000,11.532737896139919,1.0
RL,94.0,7819,None,Reg,Lvl,Inside,Edwards,1Fam,SLvl,6,1976,1976,Plywood,Plywood,None,0,3,CBlock,3,3,Av,ALQ,422,BLQ,480,1029,3,Y,SBrkr,1117,0,1117,3,3,6,1,3,Detchd,1976,Unf,2,3,Y,144,0,MnPrv,WD,Abnorml,107000,11.580593459194764,1.0
RL,70.0,10150,None,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,1958,1958,Wd Sdng,Wd Sdng,None,1,3,CBlock,3,3,No,Rec,456,Unf,456,912,5,Y,FuseA,912,0,912,2,3,5,0,0,Attchd,1958,RFn,1,3,Y,0,0,None,COD,Normal,114500,11.648338835562747,1.0
RL,110.0,14226,None,Reg,Lvl,Corner,NridgHt,1Fam,1Story,8,2006,2006,VinylSd,VinylSd,BrkFace,375,4,PConc,4,3,Av,Unf,0,Unf,1935,1935,4,Y,SBrkr,1973,0,1973,3,4,9,1,4,Attchd,2006,Fin,3,3,Y,315,45,None,New,Partial,395000,12.886643575525625,2.0
RM,32.0,4500,None,Reg,Lvl,FR2,Mitchel,TwnhsE,1Story,6,1998,1998,VinylSd,VinylSd,BrkFace,320,3,PConc,5,3,No,GLQ,866,Unf,338,1204,5,Y,SBrkr,1204,0,1204,2,3,5,0,0,Attchd,1998,Fin,2,3,Y,0,247,None,WD,Normal,162000,11.995357787034976,2.0
RL,86.0,11210,None,IR1,Lvl,Inside,CollgCr,1Fam,1Story,7,2005,2006,VinylSd,VinylSd,BrkFace,240,4,PConc,4,3,Av,GLQ,20,Unf,1594,1614,5,Y,SBrkr,1614,0,1614,3,4,7,0,0,Attchd,2005,RFn,3,3,Y,144,59,None,New,Partial,221500,12.308182383129823,2.0
RL,100.0,13350,None,IR1,Lvl,Inside,Sawyer,1Fam,1Story,5,1974,1974,HdBoard,Plywood,None,0,3,CBlock,3,3,No,ALQ,762,Unf,102,864,3,Y,SBrkr,894,0,894,3,3,5,1,2,Attchd,1974,Unf,2,3,Y,241,0,MnPrv,WD,Normal,142500,11.86710429621008,1.0
RH,60.0,8400,None,Reg,Lvl,Inside,SawyerW,Duplex,1Story,5,1977,1977,Plywood,Plywood,BrkFace,320,3,Slab,0,0,None,None,0,None,0,0,3,Y,SBrkr,2020,0,2020,4,3,10,2,3,Detchd,1977,Unf,2,3,Y,0,0,None,WD,Normal,144000,11.87757552297847,2.0
RL,78.0,10530,None,Reg,Lvl,Inside,Mitchel,Duplex,SFoyer,6,1977,1977,Plywood,ImStucc,BrkFace,90,3,CBlock,4,3,Gd,GLQ,975,Unf,0,975,3,Y,SBrkr,1004,0,1004,2,3,4,0,0,Attchd,1977,Unf,2,3,Y,0,0,None,WD,Normal,135000,11.813037464800539,1.0
RL,63.0,7875,None,Reg,Lvl,Inside,Gilbert,1Fam,1Story,7,1995,1996,HdBoard,HdBoard,BrkFace,38,3,PConc,4,4,No,Unf,0,Unf,1237,1237,4,Y,SBrkr,1253,0,1253,3,3,6,1,3,Attchd,1995,Fin,2,3,Y,220,21,None,WD,Normal,176000,12.07824495582233,2.0
RL,65.0,7153,None,Reg,Lvl,Inside,SawyerW,1Fam,2Story,6,1992,1992,VinylSd,VinylSd,None,0,4,PConc,4,3,No,ALQ,387,Unf,374,761,5,Y,SBrkr,810,793,1603,3,4,7,0,0,Attchd,1992,RFn,2,3,Y,0,124,None,WD,Normal,175900,12.077676615757813,2.5
RL,67.0,16285,None,IR2,Lvl,Inside,CollgCr,1Fam,1Story,7,2001,2002,VinylSd,VinylSd,None,0,4,PConc,4,3,No,Unf,0,Unf,1413,1413,5,Y,SBrkr,1430,0,1430,3,4,6,0,0,Attchd,2001,RFn,2,3,Y,0,33,None,WD,Normal,187100,12.139403856983334,2.0
RL,73.0,9101,None,IR1,Lvl,Corner,Mitchel,1Fam,SFoyer,5,1978,1978,Plywood,Plywood,BrkFace,104,3,PConc,4,3,Av,GLQ,1097,Unf,0,1097,5,Y,SBrkr,1110,0,1110,1,4,4,1,3,Attchd,1978,Fin,2,3,Y,303,30,None,WD,Normal,165500,12.016732516077072,1.0
RM,35.0,6300,Grvl,Reg,Lvl,Inside,OldTown,1Fam,2.5Unf,6,1914,2001,Wd Sdng,Wd Shng,None,0,3,CBlock,3,3,No,Unf,0,Unf,742,742,5,Y,SBrkr,742,742,1484,3,3,9,1,4,None,0,None,0,0,Y,0,291,None,WD,Normal,128000,11.759793355371237,2.0
RL,80.0,9790,None,Reg,Lvl,Inside,NWAmes,1Fam,1Story,6,1967,1967,BrkFace,Wd Sdng,None,0,3,CBlock,3,3,No,Rec,251,LwQ,491,1372,3,Y,SBrkr,1342,0,1342,3,3,7,1,4,Attchd,1967,Unf,2,3,Y,0,0,None,WD,Normal,161500,11.992266613576142,2.0
RM,60.0,10800,None,Reg,Lvl,Inside,OldTown,1Fam,1.5Fin,5,1915,1950,MetalSd,MetalSd,None,0,3,PConc,2,3,No,LwQ,686,Unf,0,686,3,Y,SBrkr,966,686,1652,4,3,7,0,0,Detchd,1961,Unf,1,3,Y,0,0,None,WD,Normal,139000,11.842236406331555,2.0
RL,76.0,10142,None,IR1,Lvl,Inside,SawyerW,1Fam,2Story,7,2004,2004,VinylSd,VinylSd,None,0,4,PConc,4,3,No,GLQ,656,Unf,300,956,5,Y,SBrkr,956,1128,2084,4,4,8,0,0,BuiltIn,2004,RFn,2,3,Y,0,45,None,WD,Normal,233000,12.358798024384122,2.5
RM,50.0,6000,None,Reg,Lvl,Corner,OldTown,1Fam,1Story,4,1954,2000,MetalSd,MetalSd,None,0,3,CBlock,3,3,No,Unf,0,Unf,901,901,5,Y,SBrkr,901,0,901,2,3,4,0,0,Detchd,1954,Unf,1,2,Y,0,0,None,WD,Normal,107900,11.588969419043874,1.0
RL,80.0,12205,None,IR1,Low,Inside,ClearCr,1Fam,2Story,6,1966,2007,HdBoard,HdBoard,BrkFace,157,3,CBlock,3,2,Gd,LwQ,568,Unf,264,832,4,Y,SBrkr,976,1111,2087,5,4,9,0,0,Attchd,1966,Fin,2,3,Y,133,168,None,WD,Normal,187500,12.141539457711714,2.5
RL,43.0,3182,None,Reg,Lvl,Inside,Blmngtn,TwnhsE,1Story,7,2005,2006,VinylSd,VinylSd,BrkFace,11,4,PConc,4,3,No,GLQ,16,Unf,1129,1145,5,Y,SBrkr,1145,0,1145,2,4,5,1,4,Attchd,2005,Fin,2,3,Y,100,16,None,WD,Normal,160200,11.984184555794167,2.0
RL,73.0,11333,None,IR1,Lvl,Corner,Mitchel,1Fam,SLvl,6,1976,1976,HdBoard,HdBoard,None,0,3,PConc,4,3,Av,ALQ,539,Unf,490,1029,3,Y,SBrkr,1062,0,1062,3,3,5,2,3,Attchd,1976,RFn,2,3,Y,120,0,None,WD,Normal,146800,11.896833207128452,1.0
RL,92.0,9920,None,IR1,Lvl,CulDSac,NoRidge,1Fam,2Story,7,1996,1997,MetalSd,MetalSd,None,0,4,PConc,4,3,Av,GLQ,862,Unf,255,1117,5,Y,SBrkr,1127,886,2013,3,3,8,1,3,Attchd,1997,Unf,2,3,Y,180,130,None,WD,Normal,269790,12.505402864156405,2.5
RL,76.0,9158,None,Reg,Lvl,Inside,Somerst,1Fam,1Story,8,2007,2007,CemntBd,CmentBd,Stone,140,4,PConc,4,3,Av,Unf,0,Unf,1496,1496,5,Y,SBrkr,1496,0,1496,3,4,7,0,0,Attchd,2007,Fin,2,3,Y,168,130,None,New,Partial,225000,12.323860125621126,2.0
RL,65.0,10832,None,IR1,Lvl,Corner,Gilbert,1Fam,2Story,7,1994,1996,MetalSd,MetalSd,None,0,4,PConc,4,3,No,Unf,0,Unf,712,712,5,Y,SBrkr,1086,809,1895,3,4,7,1,3,Attchd,1994,Fin,2,3,Y,143,46,None,WD,Normal,194500,12.178192583415596,2.5
RL,70.0,8400,None,Reg,Lvl,Inside,SawyerW,1Fam,2Story,6,1980,1981,HdBoard,HdBoard,BrkFace,130,3,CBlock,4,3,No,Unf,0,Unf,650,650,3,Y,SBrkr,888,676,1564,3,3,7,1,3,Attchd,1980,Unf,2,3,Y,0,50,MnPrv,WD,Normal,171000,12.049424683420915,2.5
RL,71.0,8197,None,Reg,Lvl,Inside,Sawyer,1Fam,1Story,6,1977,1977,Plywood,Plywood,BrkFace,148,3,CBlock,3,3,No,Unf,0,Unf,660,660,5,Y,SBrkr,1285,0,1285,3,3,7,1,3,Attchd,1977,RFn,2,3,Y,138,0,MnPrv,WD,Normal,143500,11.874097282798648,1.5
RL,57.0,7677,None,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,1953,1953,VinylSd,VinylSd,None,0,3,CBlock,3,3,No,BLQ,570,Unf,203,773,4,Y,SBrkr,773,0,773,2,3,4,0,0,Attchd,1953,Unf,1,3,Y,0,0,None,WD,Abnorml,110000,11.608244735642321,1.0
RL,104.0,13518,None,Reg,Lvl,Inside,NridgHt,1Fam,2Story,9,2008,2009,VinylSd,VinylSd,Stone,860,5,PConc,5,3,No,Unf,0,Unf,1926,1926,5,Y,SBrkr,1966,1174,3140,4,5,11,2,4,BuiltIn,2009,Fin,3,3,Y,144,78,None,New,Partial,485000,13.091906231773164,3.5
RL,60.0,7200,None,Reg,Lvl,Corner,SWISU,1Fam,1.5Fin,5,1937,1950,Wd Sdng,Wd Sdng,BrkFace,252,3,BrkTil,4,3,No,ALQ,569,Unf,162,731,5,Y,SBrkr,981,787,1768,3,4,7,2,3,Detchd,1939,Unf,1,3,Y,0,0,MnPrv,WD,Normal,175000,12.07254696717504,1.5
